Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time Per Day,Material Name,Material Level,IQ of Student
Student_249,15,Male,India,California,New York City,Doctor,Low,6,12,History,87,1.2395623653169572,Interactive Session,4,112
Student_250,7,Male,Canada,Ontario,Houston,Teacher,High,7,10,History,1,4.558943449265111,Online Course,5,92
Student_251,10,Female,India,Texas,Mumbai,Other,Middle,11,10,Computer Science,1,1.195632391085955,PDF,2,139
Student_252,16,Female,USA,Maharashtra,New York City,Business,Low,11,12,Science,6,3.680410000751918,Book,4,108
Student_253,11,Male,India,Texas,Mumbai,Other,High,4,12,Computer Science,8,2.17912626684121,PDF,2,128
Student_254,14,Male,UK,Texas,Los Angeles,Business,High,9,1,History,15,1.549576457305676,Video,2,136
Student_255,6,Male,India,California,Toronto,Business,Low,11,12,Science,60,3.2147457275040696,PDF,4,110
Student_256,14,Male,India,Maharashtra,Mumbai,Doctor,Low,1,4,History,54,2.1075835124263484,Online Course,3,91
Student_257,10,Male,India,California,Mumbai,Business,Middle,7,2,Math,26,4.215288845339219,Online Course,3,111
Student_258,16,Male,Canada,Maharashtra,Houston,Other,Low,8,4,Math,21,4.377938488579353,Interactive Session,1,127
Student_259,9,Female,Canada,Maharashtra,Mumbai,Doctor,Low,2,8,Math,26,1.4123693844939773,Book,5,81
Student_260,7,Female,UK,Texas,Los Angeles,Engineer,Low,2,10,Math,34,0.6960742035677419,Video,2,117
Student_261,8,Male,India,Ontario,Mumbai,Engineer,Middle,1,6,Math,55,2.068226850447484,Video,5,109
Student_262,10,Female,UK,Texas,Houston,Teacher,High,3,8,Math,40,4.290827374491287,Online Course,2,86
Student_263,10,Female,UK,California,New York City,Engineer,Low,3,8,Math,94,3.278812489277222,Online Course,4,125
Student_264,17,Male,UK,Maharashtra,Mumbai,Doctor,High,3,2,Computer Science,98,4.19150384487604,Book,1,103
Student_265,9,Female,UK,Maharashtra,Houston,Teacher,Low,1,2,English,62,1.5870284892861974,Interactive Session,3,90
Student_266,11,Male,India,California,Houston,Doctor,High,5,7,Computer Science,98,2.5076294898254385,Interactive Session,1,96
Student_267,7,Female,USA,Maharashtra,New York City,Teacher,Middle,1,1,History,76,1.0407101597240371,Video,1,81
Student_268,13,Female,Australia,New York,Mumbai,Business,High,1,1,English,39,3.7950646232632534,PDF,2,93
Student_269,7,Male,India,California,Los Angeles,Business,High,1,7,English,6,1.3662743087236584,Interactive Session,5,115
Student_270,14,Male,Australia,Ontario,Los Angeles,Other,Middle,4,8,Math,53,1.7693069061415048,Online Course,1,104
Student_271,17,Male,USA,California,Mumbai,Doctor,Low,4,11,Math,5,4.770410906421366,PDF,5,123
Student_272,10,Female,Canada,California,Houston,Business,Low,6,12,English,83,1.3731591924364652,Book,3,84
Student_273,14,Male,UK,Maharashtra,Mumbai,Business,Middle,9,10,English,7,1.436697497221242,PDF,3,106
Student_274,6,Male,India,Maharashtra,Los Angeles,Doctor,Low,4,8,Science,46,0.5820483917524089,PDF,2,82
Student_275,11,Female,USA,California,Toronto,Business,High,7,10,History,58,3.3214303664787574,PDF,1,101
Student_276,18,Female,USA,New York,New York City,Doctor,High,5,5,Math,22,1.8238784587569312,Online Course,2,104
Student_277,7,Female,Canada,New York,Mumbai,Business,Low,10,4,Science,45,3.2172012720960055,Video,5,126
Student_278,17,Male,USA,California,Houston,Other,High,8,6,Math,98,2.7768993065112273,PDF,3,137
Student_279,13,Male,Canada,Maharashtra,Los Angeles,Doctor,High,6,12,History,45,4.263116906833188,PDF,2,108
Student_280,15,Male,UK,Texas,Mumbai,Other,Middle,5,9,Science,95,0.7601659611365231,Book,3,140
Student_281,18,Male,India,New York,New York City,Engineer,Middle,4,2,English,89,1.9734518922637627,Interactive Session,3,128
Student_282,10,Female,Australia,California,Los Angeles,Engineer,Middle,7,3,Math,57,3.086631667661232,Interactive Session,3,85
Student_283,15,Female,Canada,Maharashtra,Mumbai,Other,Middle,1,11,Computer Science,19,1.63908565235752,Interactive Session,3,101
Student_284,9,Female,Canada,Ontario,Houston,Engineer,High,2,12,Science,88,3.7932254813883297,Video,3,102
Student_285,14,Female,Canada,New York,New York City,Business,Low,12,7,English,49,0.8727032390613922,Video,2,131
Student_286,7,Female,USA,California,Houston,Other,Low,8,6,English,49,2.997865695370669,Book,2,124
Student_287,11,Female,Canada,New York,Houston,Engineer,Middle,4,9,Science,59,3.7207615143561372,Interactive Session,3,99
Student_288,12,Male,Australia,Maharashtra,Los Angeles,Engineer,Middle,7,7,Science,59,4.302082535001735,Book,5,135
Student_289,14,Male,UK,California,New York City,Engineer,Middle,2,7,Math,89,3.2853124874356157,Book,2,137
Student_290,18,Male,USA,Texas,New York City,Teacher,Middle,12,1,Science,82,4.755355146972244,Online Course,2,124
Student_291,8,Male,Australia,Ontario,Los Angeles,Other,High,4,7,History,87,1.794478360949253,Video,3,116
Student_292,7,Female,India,Ontario,Houston,Doctor,Middle,12,4,Science,25,0.827867032591124,PDF,1,108
Student_293,13,Female,India,Maharashtra,Toronto,Business,Middle,12,11,History,32,3.5887998816806417,PDF,1,135
Student_294,6,Male,UK,Ontario,Houston,Doctor,High,7,8,Math,48,1.16806532756201,Book,4,116
Student_295,11,Male,Australia,California,Houston,Doctor,High,6,1,History,73,0.9144338359923245,Book,3,134
Student_296,17,Female,Australia,New York,Toronto,Teacher,Middle,11,6,English,75,2.2788307148007765,Book,1,116
Student_297,17,Male,India,Texas,Mumbai,Engineer,Middle,8,4,Computer Science,9,0.8400844980917184,Video,5,82
Student_298,6,Male,USA,New York,Mumbai,Business,Middle,12,4,Science,66,3.324751532201421,Interactive Session,1,137
Student_299,17,Male,USA,California,New York City,Doctor,Low,3,10,Computer Science,61,3.6181110976466453,Online Course,4,88
Student_300,17,Female,Australia,California,Houston,Other,Low,4,2,History,45,3.0088334660826854,PDF,5,127
Student_301,14,Male,UK,Ontario,Mumbai,Engineer,Low,3,12,History,30,4.526866304083976,Book,4,90
Student_302,9,Male,Canada,Ontario,Toronto,Doctor,Low,6,6,Science,22,1.2092984606165937,Video,4,92
Student_303,6,Female,USA,Maharashtra,New York City,Teacher,High,2,9,Math,52,2.9367881567593637,Book,1,113
Student_304,11,Female,India,California,Toronto,Doctor,Low,3,1,Computer Science,27,1.4282485513933199,Online Course,3,96
Student_305,17,Female,India,Texas,Los Angeles,Other,Middle,2,9,English,8,0.7851129467092934,PDF,4,106
Student_306,16,Male,UK,New York,Los Angeles,Business,High,2,6,History,34,0.528792881725429,PDF,5,99
Student_307,16,Male,USA,Maharashtra,Mumbai,Engineer,Middle,7,12,Science,8,1.617589645292642,Online Course,1,127
Student_308,15,Female,India,California,Los Angeles,Engineer,High,10,7,Computer Science,84,1.18848013118037,PDF,4,125
Student_309,16,Male,Australia,Ontario,Houston,Business,Middle,11,9,English,67,3.0455416848395576,Video,5,90
Student_310,13,Male,USA,California,New York City,Doctor,Middle,3,7,Math,17,2.718242856942143,Video,3,99
Student_311,6,Male,UK,California,Houston,Engineer,High,11,12,History,48,2.3223826331030386,Video,3,134
Student_312,10,Male,Australia,California,New York City,Doctor,High,8,9,English,7,1.4918153203469853,Interactive Session,5,99
Student_313,15,Female,USA,Texas,Mumbai,Other,High,4,1,History,70,4.626938519983236,Online Course,4,136
Student_314,6,Female,USA,New York,Mumbai,Other,High,9,9,Math,16,1.3352098475794008,Book,3,125
Student_315,9,Female,India,Maharashtra,Los Angeles,Business,Middle,9,5,Science,21,4.510779002100982,Online Course,3,130
Student_316,17,Female,Australia,New York,Toronto,Engineer,Low,6,11,Science,25,3.1884689083881113,Book,2,100
Student_317,15,Male,USA,New York,New York City,Business,Middle,1,3,Computer Science,1,1.9387454264443065,Online Course,2,130
Student_318,13,Female,Australia,Ontario,Los Angeles,Other,Low,9,12,Computer Science,40,3.6904240425608412,Interactive Session,4,89
Student_319,10,Male,Australia,New York,Mumbai,Business,High,9,7,Math,42,2.211131695242245,Interactive Session,4,128
Student_320,17,Male,UK,New York,Toronto,Business,High,6,5,History,34,2.9851146959888917,Book,4,95
Student_321,6,Female,Australia,New York,Houston,Engineer,Middle,1,8,Computer Science,33,3.1598711963925754,Book,3,85
Student_322,16,Male,Australia,Ontario,Los Angeles,Business,Low,2,9,English,53,4.45955885360199,Online Course,3,116
Student_323,11,Male,Australia,Maharashtra,Mumbai,Business,High,4,3,Science,18,2.033845044460382,Video,3,84
Student_324,17,Male,India,California,Mumbai,Business,Low,12,5,Science,56,2.2888711960069825,Book,1,112
Student_325,8,Male,Australia,Texas,Houston,Teacher,Low,9,3,Math,0,2.3852166537848993,Interactive Session,2,107
Student_326,10,Female,India,California,Toronto,Doctor,Middle,11,3,History,31,1.7757100789003335,Book,4,139
Student_327,7,Female,Canada,Maharashtra,Toronto,Engineer,Low,4,8,History,69,1.549254908034016,Online Course,3,130
Student_328,8,Male,UK,California,New York City,Other,Low,5,4,Science,30,2.5938723766353475,PDF,2,128
Student_329,9,Male,Canada,Ontario,New York City,Engineer,Low,2,2,English,4,4.344976368896033,Video,2,81
Student_330,10,Male,UK,New York,Los Angeles,Business,Low,3,7,History,34,3.1731137661694038,Interactive Session,3,133
Student_331,18,Male,Canada,Texas,Houston,Business,High,6,5,Science,41,2.847283166179953,Interactive Session,2,86
Student_332,13,Female,Canada,California,New York City,Engineer,Middle,5,9,Computer Science,53,2.5886672882238106,Video,3,121
Student_333,17,Male,UK,New York,Houston,Other,Middle,2,10,English,22,3.7060059623256816,Book,4,100
Student_334,12,Male,India,California,Mumbai,Business,Low,9,3,Science,90,1.3813987702852457,Online Course,5,132
Student_335,9,Female,Australia,New York,Los Angeles,Other,High,1,2,English,20,2.624262817938975,PDF,4,97
Student_336,12,Female,USA,California,New York City,Other,Low,10,8,History,32,2.8748572513345394,Online Course,3,98
Student_337,14,Female,UK,Ontario,New York City,Business,High,12,2,Computer Science,97,2.3116225407987825,PDF,3,104
Student_338,8,Male,USA,Texas,Houston,Engineer,Low,3,9,English,31,3.0834660112521446,Online Course,4,95
Student_339,12,Male,UK,Texas,Mumbai,Business,Low,12,6,English,24,4.518021040529951,Online Course,2,91
Student_340,17,Female,Canada,Ontario,Los Angeles,Teacher,Middle,8,1,History,6,1.4658919777694934,Interactive Session,5,85
Student_341,10,Female,India,Maharashtra,Houston,Other,High,12,2,Computer Science,19,4.902013298781723,Interactive Session,3,100
Student_342,18,Male,UK,Texas,Mumbai,Business,Low,11,6,English,31,4.368880971330578,Book,1,135
Student_343,14,Male,India,New York,Mumbai,Business,Low,5,5,Computer Science,67,2.722130058500796,Online Course,4,119
Student_344,9,Female,UK,New York,Los Angeles,Engineer,Low,4,3,Computer Science,25,2.5835650781878265,PDF,4,80
Student_345,14,Female,USA,Maharashtra,Toronto,Teacher,High,11,3,English,88,4.566644590128897,Online Course,2,127
Student_346,7,Male,India,Texas,Toronto,Other,Middle,4,7,Computer Science,25,4.266846435728256,Online Course,4,111
Student_347,6,Male,Canada,Maharashtra,Houston,Engineer,Low,7,1,History,44,2.922854845731858,Interactive Session,5,110
Student_348,16,Male,Australia,Texas,Houston,Doctor,High,4,12,English,62,2.9695895366259326,Book,2,86
Student_349,11,Female,UK,New York,Los Angeles,Other,High,12,4,Science,74,4.875534299196209,Book,3,106
Student_350,8,Male,Australia,Ontario,Los Angeles,Business,Low,5,1,Math,54,1.8997588414419115,Interactive Session,4,139
Student_351,6,Female,UK,Maharashtra,Los Angeles,Teacher,High,1,4,Computer Science,13,4.7782610790639115,PDF,1,97
Student_352,10,Male,Australia,Maharashtra,Houston,Teacher,Middle,9,5,Computer Science,60,3.8290487721443185,Book,2,88
Student_353,18,Female,USA,New York,Los Angeles,Teacher,Low,8,9,Science,67,3.052120446762517,Video,4,107
Student_354,9,Male,Canada,New York,Houston,Teacher,Low,3,10,Math,73,1.852579729637861,PDF,2,95
Student_355,10,Female,Australia,California,Los Angeles,Engineer,Middle,7,6,History,99,3.5220628101295306,Book,5,103
Student_356,8,Female,Australia,Ontario,Houston,Engineer,High,7,3,History,14,3.8886298285655,Interactive Session,1,121
Student_357,6,Male,Canada,Texas,Los Angeles,Other,Middle,3,11,History,95,3.7011118465320028,Book,5,122
Student_358,8,Male,Australia,Maharashtra,Toronto,Business,High,7,2,Computer Science,13,3.1029330269731625,Book,1,138
Student_359,9,Female,Australia,Ontario,New York City,Doctor,Middle,1,5,Math,74,1.3865980696717857,Online Course,1,89
Student_360,15,Male,Australia,California,Toronto,Doctor,High,4,5,Math,54,3.6042627828745246,Interactive Session,3,92
Student_361,11,Male,India,Texas,Mumbai,Engineer,Middle,7,10,Computer Science,6,2.7876033907947075,Book,4,124
Student_362,14,Male,USA,Maharashtra,Toronto,Other,Low,6,4,Computer Science,82,4.614022374699744,Interactive Session,4,115
Student_363,18,Female,Australia,California,Los Angeles,Doctor,Middle,7,5,English,38,4.080823945059873,PDF,4,127
Student_364,9,Female,UK,New York,Houston,Doctor,High,8,3,Science,85,3.785696802376486,Video,4,80
Student_365,15,Male,UK,Texas,Los Angeles,Other,Low,2,1,Computer Science,18,4.185833527100302,Interactive Session,4,125
Student_366,12,Female,USA,New York,Los Angeles,Doctor,Low,9,12,Computer Science,42,4.091841734470559,PDF,5,89
Student_367,18,Female,India,New York,Toronto,Doctor,Middle,10,11,Math,73,2.853837116888936,PDF,3,86
Student_368,9,Male,Canada,California,Los Angeles,Engineer,Middle,5,4,Computer Science,31,2.314021266286062,PDF,5,97
Student_369,8,Female,Canada,California,Los Angeles,Business,High,2,1,Science,37,2.6418389573437357,Interactive Session,3,113
Student_370,18,Male,USA,New York,Mumbai,Other,High,10,3,History,28,3.0761651141878477,Book,2,129
Student_371,7,Male,UK,New York,Mumbai,Business,Low,9,6,Computer Science,98,3.0468298792033117,Book,2,80
Student_372,15,Male,India,Maharashtra,Houston,Business,High,1,4,Math,89,2.3107840115517373,Video,5,138
Student_373,6,Female,USA,California,Toronto,Other,High,8,11,English,31,1.930579432745505,Video,5,115
Student_374,15,Female,UK,California,New York City,Business,Middle,4,9,History,76,2.381011663270631,Online Course,1,85
Student_375,8,Female,USA,New York,New York City,Engineer,Middle,10,7,Science,90,3.4315476389349326,PDF,4,99
Student_376,16,Female,UK,Ontario,Mumbai,Business,Middle,5,11,Math,70,0.7434207695396216,Online Course,3,119
Student_377,11,Female,India,California,Toronto,Business,High,8,6,History,43,1.0395826166983257,Online Course,4,111
Student_378,15,Male,USA,Ontario,New York City,Other,Middle,12,10,Science,60,2.914808772261163,PDF,3,116
Student_379,13,Male,Canada,Ontario,Houston,Engineer,Low,3,9,Computer Science,83,4.634367735583067,PDF,5,106
Student_380,9,Female,USA,New York,Los Angeles,Doctor,Low,9,2,Science,70,2.0297896564651285,Video,3,88
Student_381,16,Female,Canada,Texas,Mumbai,Teacher,Middle,1,11,English,27,2.0856841328839533,Book,4,84
Student_382,10,Male,UK,California,New York City,Engineer,Low,9,5,History,24,1.5444054682683732,Online Course,1,117
Student_383,12,Female,Canada,California,Los Angeles,Doctor,Middle,9,1,History,79,3.8299655933139043,Video,2,93
Student_384,15,Male,Australia,Ontario,Houston,Other,Middle,3,4,Science,24,4.911120063770085,Book,5,133
Student_385,9,Female,India,Texas,Toronto,Teacher,Low,4,12,History,15,4.643655540710189,Online Course,3,92
Student_386,14,Male,UK,New York,Los Angeles,Business,Middle,7,12,History,42,3.9194187727025875,Book,4,81
Student_387,7,Male,Australia,California,New York City,Other,Low,12,2,History,57,4.035394334798811,Interactive Session,3,127
Student_388,9,Female,India,Maharashtra,Houston,Engineer,Middle,10,12,History,84,4.676850506367928,PDF,3,81
Student_389,12,Male,USA,Ontario,Los Angeles,Business,Low,8,8,Math,54,0.8810106369050728,Video,3,96
Student_390,11,Female,Canada,Texas,Houston,Other,High,6,6,Math,39,4.814307257714832,Online Course,4,85
Student_391,12,Male,Australia,Maharashtra,Los Angeles,Doctor,Low,8,4,English,47,2.6961836064848743,Video,2,109
Student_392,15,Male,Australia,Ontario,Los Angeles,Engineer,High,8,5,Math,48,4.121201425562985,PDF,5,112
Student_393,11,Female,Australia,New York,Mumbai,Teacher,High,1,8,Science,99,0.8440759993388556,PDF,2,120
Student_394,10,Female,Australia,New York,Mumbai,Doctor,Low,12,11,Science,97,4.602725355898597,Online Course,2,116
Student_395,17,Male,Canada,Maharashtra,Houston,Engineer,Low,9,5,Science,92,1.2498652006365514,PDF,1,98
Student_396,9,Male,Australia,California,Toronto,Business,Low,11,6,Computer Science,60,0.7090227721333753,Online Course,4,126
Student_397,16,Male,Australia,California,Houston,Business,High,8,12,Science,90,3.36927863769492,Book,5,133
Student_398,10,Female,Australia,Ontario,New York City,Business,Low,5,7,Science,57,3.9327725025254825,PDF,5,123
Student_399,14,Male,India,New York,Toronto,Other,Low,11,5,Math,99,4.187573081266855,Video,4,115
Student_400,12,Female,UK,New York,Houston,Engineer,High,1,10,Science,19,3.390322940736572,Video,1,118
Student_401,14,Female,Australia,Maharashtra,Los Angeles,Engineer,Middle,4,6,History,19,2.789634605293154,Video,2,90
Student_402,12,Female,USA,New York,Toronto,Teacher,Middle,5,9,Math,58,2.62818550562493,PDF,2,93
Student_403,8,Male,USA,New York,Houston,Engineer,Low,9,6,Math,97,3.4333353579452903,Interactive Session,2,129
Student_404,7,Male,Canada,Maharashtra,New York City,Business,High,3,3,English,59,4.90080062852535,Book,5,102
Student_405,10,Male,Australia,California,New York City,Other,Low,10,11,Science,89,4.807757229763572,Video,5,82
Student_406,10,Male,USA,Ontario,Toronto,Doctor,Low,3,5,English,5,2.396075400597298,Book,3,80
Student_407,9,Male,Australia,Texas,Mumbai,Engineer,High,7,5,Science,4,2.022677460732597,Interactive Session,1,111
Student_408,6,Male,India,Texas,Houston,Other,Middle,9,11,History,25,1.569345557375478,Interactive Session,1,88
Student_409,6,Female,Canada,Ontario,New York City,Business,Low,3,12,Computer Science,73,4.043890288875417,Book,4,119
Student_410,18,Female,India,New York,Houston,Other,Middle,3,11,Computer Science,48,4.6215875815807825,PDF,2,88
Student_411,9,Female,India,New York,Houston,Teacher,High,7,7,History,43,1.5016386381320292,Interactive Session,3,139
Student_412,10,Female,India,New York,Houston,Teacher,Middle,12,12,Math,43,0.8957472616234776,Book,5,135
Student_413,16,Female,UK,Texas,Mumbai,Engineer,Low,7,2,English,1,4.483336106122475,PDF,2,87
Student_414,11,Male,India,Maharashtra,Toronto,Business,Low,5,5,Math,41,0.5812641907857896,Online Course,4,97
Student_415,10,Male,UK,New York,New York City,Business,High,10,12,English,25,3.172590050785813,Video,1,92
Student_416,8,Male,Australia,New York,Toronto,Teacher,Middle,1,9,History,83,1.3191707162816508,PDF,1,86
Student_417,15,Female,Canada,Ontario,Toronto,Doctor,High,6,12,Math,58,4.361670857987344,Online Course,4,131
Student_418,15,Female,India,California,Mumbai,Doctor,Middle,1,4,History,5,1.038329004839406,Interactive Session,2,103
Student_419,7,Male,Australia,Maharashtra,Mumbai,Business,High,10,2,English,81,4.688264061615684,Online Course,2,104
Student_420,12,Male,Australia,Maharashtra,Mumbai,Doctor,Middle,5,7,History,64,2.6374750494223953,Video,5,114
Student_421,16,Male,Canada,New York,Toronto,Doctor,Low,10,6,History,69,3.279408295165323,Interactive Session,4,109
Student_422,18,Female,Canada,Texas,Houston,Teacher,Low,5,2,Science,43,0.6016520405632588,Book,4,130
Student_423,15,Male,USA,Texas,Los Angeles,Business,Middle,2,2,English,16,4.596834448538731,Book,1,120
Student_424,8,Female,USA,New York,Toronto,Teacher,Low,6,9,Computer Science,67,3.9264470705003918,Book,3,120
Student_425,17,Female,India,California,New York City,Engineer,High,5,6,Computer Science,97,4.620029641986903,Video,5,116
Student_426,6,Female,Canada,Texas,New York City,Teacher,Low,11,12,Math,81,4.477737826488554,Book,3,107
Student_427,14,Female,Canada,Maharashtra,New York City,Engineer,High,10,7,Computer Science,27,1.8191733791063298,Book,4,96
Student_428,7,Female,Australia,Texas,New York City,Other,High,12,5,History,79,1.8507583558336256,Interactive Session,5,93
Student_429,12,Male,Canada,Ontario,Los Angeles,Other,Middle,6,1,Computer Science,74,2.074277438175022,Interactive Session,4,119
Student_430,18,Male,USA,Texas,Mumbai,Teacher,Low,2,12,English,4,0.6459825891660796,Interactive Session,2,92
Student_431,18,Female,USA,Texas,Los Angeles,Other,High,5,2,History,25,4.451388818603582,Video,2,82
Student_432,9,Male,India,California,Los Angeles,Other,Low,9,10,Math,43,3.5302455745537236,Interactive Session,2,108
Student_433,12,Female,India,California,Los Angeles,Teacher,Low,11,2,Math,34,1.7266366305875485,Book,2,125
Student_434,18,Female,Australia,Texas,New York City,Business,Middle,4,2,Math,43,0.8679868152268155,Book,4,109
Student_435,6,Female,Australia,California,Los Angeles,Business,Middle,5,6,Math,26,2.594931077898593,Online Course,4,117
Student_436,13,Male,Australia,Ontario,Toronto,Business,High,5,10,English,6,1.7278682839672634,Interactive Session,5,94
Student_437,10,Female,USA,Ontario,Mumbai,Business,Low,2,10,History,82,2.7524277863912445,Interactive Session,2,89
Student_438,12,Male,Canada,Maharashtra,Toronto,Engineer,Middle,12,3,History,44,4.658847873988906,PDF,1,100
Student_439,14,Male,India,California,Los Angeles,Doctor,Low,10,5,Math,90,4.011596787242353,Book,2,96
Student_440,16,Male,USA,California,Houston,Doctor,Middle,8,6,English,40,4.656738786655626,Book,1,92
Student_441,8,Female,UK,Ontario,Toronto,Doctor,Middle,3,12,Computer Science,15,0.5872157095522528,Video,2,120
Student_442,13,Male,India,California,Mumbai,Business,Middle,12,1,English,44,1.145240030231041,Interactive Session,2,99
Student_443,13,Female,Canada,Ontario,Houston,Business,Middle,9,1,English,40,1.5134233936359842,Online Course,3,103
Student_444,8,Male,Australia,Texas,Los Angeles,Doctor,High,6,3,History,97,4.454869333889312,PDF,2,84
Student_445,8,Male,UK,Maharashtra,Los Angeles,Business,Middle,4,6,History,40,0.5818534055855622,Book,2,86
Student_446,17,Female,UK,New York,New York City,Engineer,Low,7,1,History,9,2.9374599110199333,Book,1,81
Student_447,10,Female,Canada,California,Mumbai,Other,High,7,8,History,8,0.6739210719822633,Video,3,88
Student_448,17,Male,India,New York,Toronto,Business,High,10,2,Computer Science,32,3.0474905742205327,Video,4,134
Student_449,18,Male,Canada,New York,Los Angeles,Teacher,High,11,11,Science,9,3.308795557942645,Online Course,2,93
Student_450,18,Female,India,Texas,Houston,Engineer,Middle,4,9,Computer Science,79,0.905091197801351,Interactive Session,1,115
Student_451,11,Male,India,Texas,Toronto,Teacher,Middle,12,3,Computer Science,63,1.8903642959258868,Online Course,2,113
Student_452,15,Male,Canada,California,Mumbai,Other,Low,8,8,English,72,4.95724120924195,PDF,3,81
Student_453,17,Male,India,California,Toronto,Engineer,High,1,3,Math,5,3.374769852977982,Interactive Session,2,103
Student_454,6,Female,Australia,Maharashtra,Toronto,Teacher,Low,1,9,Computer Science,13,1.6087736233899081,PDF,3,134
Student_455,11,Female,Canada,California,Houston,Doctor,Middle,6,6,Math,73,0.5326124673386767,Interactive Session,2,128
Student_456,6,Female,USA,Ontario,New York City,Engineer,Middle,8,2,English,67,0.5243895592467345,Book,4,104
Student_457,7,Female,USA,Ontario,Mumbai,Engineer,Middle,9,8,Computer Science,11,3.963750920811976,PDF,2,140
Student_458,6,Female,Canada,New York,Houston,Other,High,5,8,Computer Science,86,1.2148649158492422,Video,5,137
Student_459,11,Male,UK,Texas,Mumbai,Business,Low,2,4,Science,83,1.6630636700673804,PDF,2,137
Student_460,12,Male,UK,California,Toronto,Business,Middle,3,7,English,15,3.4015626667267975,PDF,2,136
Student_461,11,Male,UK,California,Mumbai,Doctor,High,10,1,Computer Science,60,1.074218045428947,Video,3,125
Student_462,18,Male,Australia,Maharashtra,Mumbai,Doctor,Low,2,1,Computer Science,77,2.3236090161692218,Interactive Session,2,109
Student_463,12,Female,UK,New York,Los Angeles,Other,Low,5,11,History,69,3.1518895629085004,Video,5,110
Student_464,18,Male,USA,Texas,Toronto,Engineer,Middle,12,5,English,10,2.022513622438891,Interactive Session,3,103
Student_465,13,Male,India,California,Houston,Other,Low,5,12,Science,23,0.8161910552923071,Online Course,5,119
Student_466,13,Male,Australia,California,Mumbai,Other,Low,5,6,History,68,2.15168721878063,Online Course,3,124
Student_467,9,Female,Australia,Ontario,Toronto,Teacher,Low,6,11,English,87,1.0036894839367094,PDF,4,137
Student_468,12,Female,USA,California,Houston,Engineer,Low,5,12,Computer Science,75,1.1760138358080963,Video,3,119
Student_469,6,Female,UK,Maharashtra,Houston,Other,High,3,9,Science,29,2.462691977319919,Interactive Session,5,98
Student_470,14,Female,Canada,Ontario,Toronto,Engineer,Middle,3,2,Computer Science,86,2.7296114816322197,Book,3,85
Student_471,15,Female,India,Maharashtra,Mumbai,Engineer,Middle,9,12,English,5,2.874640050691382,Video,5,106
Student_472,17,Female,Australia,Texas,Mumbai,Engineer,Middle,8,3,Computer Science,48,4.840407172232739,Book,4,100
Student_473,8,Male,Canada,Ontario,New York City,Doctor,Low,10,10,Computer Science,41,3.4026587302474627,Online Course,3,104
Student_474,16,Male,Canada,Ontario,Houston,Teacher,Low,6,5,Math,9,3.473586417086814,Online Course,2,126
Student_475,7,Male,India,Maharashtra,Mumbai,Doctor,Low,8,1,Science,12,3.975122982033109,PDF,2,120
Student_476,9,Female,USA,Maharashtra,Mumbai,Doctor,Low,2,3,English,61,3.410981465535433,Video,1,139
Student_477,16,Female,Australia,California,Los Angeles,Engineer,High,10,8,History,81,0.7808452478792125,Video,3,95
Student_478,15,Male,India,Texas,Houston,Doctor,Middle,5,3,Science,86,0.7750956004287264,Book,4,114
Student_479,7,Female,Australia,Ontario,New York City,Teacher,Low,6,7,Science,44,4.877929389904724,Online Course,2,96
Student_480,8,Male,Australia,Maharashtra,Mumbai,Teacher,Middle,5,6,Science,33,3.3195563652495363,PDF,3,99
Student_481,12,Male,India,California,New York City,Doctor,High,12,2,History,3,0.5655000455164945,PDF,5,116
Student_482,7,Female,USA,Ontario,New York City,Business,Low,11,8,English,70,1.949090468214489,Interactive Session,3,128
Student_483,11,Female,Australia,Maharashtra,Toronto,Doctor,Low,5,3,History,4,3.6294779723732287,Interactive Session,5,122
Student_484,12,Male,Canada,Maharashtra,New York City,Doctor,High,6,10,English,87,2.813173510406737,Interactive Session,2,131
Student_485,9,Male,USA,Texas,Mumbai,Doctor,Middle,11,9,Science,65,4.092761822314671,Video,5,90
Student_486,15,Female,Australia,Maharashtra,Houston,Other,Low,12,10,Science,19,0.5926849943417603,Video,5,90
Student_487,9,Male,UK,Texas,Los Angeles,Business,High,2,11,Math,29,4.704011611162476,Book,3,126
Student_488,10,Female,Canada,Maharashtra,Los Angeles,Teacher,Low,9,1,Math,38,2.1193202313183637,Online Course,4,136
Student_489,10,Female,USA,California,Toronto,Other,Middle,3,1,Computer Science,98,3.2479345576821217,Video,2,135
Student_490,18,Male,India,California,New York City,Engineer,High,1,3,Computer Science,17,2.5569594082208047,Online Course,3,117
Student_491,10,Female,USA,New York,Toronto,Teacher,High,2,9,Math,90,0.5380282984688638,Book,2,106
Student_492,17,Male,Canada,New York,Houston,Engineer,Low,3,1,Computer Science,56,3.9236489277047895,Interactive Session,5,116
Student_493,8,Female,Canada,New York,Toronto,Business,High,3,7,English,21,1.2672370173677123,Video,2,100
Student_494,10,Male,Australia,Ontario,Mumbai,Doctor,Low,6,8,Math,78,2.604043643407059,Interactive Session,1,123
Student_495,9,Male,Canada,Ontario,Mumbai,Other,High,1,11,Science,3,1.8537483657163538,Interactive Session,5,88
Student_496,7,Male,India,Ontario,Los Angeles,Other,Low,10,3,English,96,1.0218461643110235,Interactive Session,4,140
Student_497,18,Male,Australia,Ontario,Los Angeles,Business,High,10,3,Math,25,1.4256667162638177,Interactive Session,3,102
